Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
1703,0,0,0,0,0,0,2022,9.8,9.6,1,2,135,200,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
1704,0,0,0,0,0,0,2023,9,10,2,2,94,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1705,0,0,0,0,0,0,2023,9,10,2,4,97,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1706,0,0,0,0,0,0,2023,9,10,2,6,105,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1707,0,0,0,0,0,0,2023,9,10,2,1,73,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1708,0,0,0,0,0,0,2021,9.8,9.3,1,6,117,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1709,0,0,0,0,0,0,2023,8.9,9.3,1,2,114,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1710,0,0,0,0,0,0,2023,8.9,9.3,1,1,108,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1711,0,0,0,0,0,0,2010,8,9.4,0,2,68,16,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1712,0,0,0,0,0,0,2010,8,9.4,0,2,75,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1713,0,0,0,0,0,0,2010,8,9.4,0,2,72,16,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1714,0,0,0,0,0,0,2010,8,9.4,0,2,80,16,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1715,0,0,0,0,0,0,2010,8,9.4,0,2,110,30,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1716,0,0,0,0,0,0,2019,9.6,9.5,1,2,61,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1717,0,0,0,0,0,0,2019,9.6,9.5,1,3,63,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1718,0,0,0,0,0,0,2019,9.6,9.5,1,4,69,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1719,0,0,0,0,0,0,2019,9.6,9.5,1,5,80,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1720,0,0,0,0,0,0,2022,9.5,9.7,1,2,99,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1721,0,0,0,0,0,0,2022,9.5,9.7,1,1,93,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1722,0,0,0,0,0,0,2022,9.5,9.7,1,2,102,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1723,0,0,0,0,0,0,2022,9.5,9.7,1,3,117,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1724,0,0,0,0,0,0,2022,9.5,9.7,1,4,132,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1725,0,0,0,0,0,0,2022,9.5,9.7,1,2,106,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1726,0,0,0,0,0,0,2022,9.5,9.7,1,3,121,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1727,0,0,0,0,0,0,2022,9.5,9.7,1,4,136,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1728,0,0,0,0,0,0,2022,9.5,9.7,1,1,100,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1729,0,0,0,0,0,0,2022,9.5,9.7,1,2,112,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1730,0,0,0,0,0,0,2022,9.5,9.7,1,3,127,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1731,0,0,0,0,0,0,2022,9.5,9.7,1,4,142,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1732,0,0,0,0,0,0,2022,9.5,9.7,1,5,157,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1733,0,0,0,0,0,0,2022,9.5,9.7,1,6,172,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1734,0,0,0,0,0,0,2022,9.5,9.7,1,1,106,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1735,0,0,0,0,0,0,2023,9.6,10,2,4,54,107,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1736,0,0,0,0,0,0,2014,8.7,9.5,0,2,40,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1737,0,0,0,0,0,0,2022,9.3,9.3,1,2,180,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
1738,0,0,0,0,0,0,2022,9.3,9.3,1,3,198,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
1739,0,0,0,0,0,0,2008,9,9.3,1,4,200,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1740,0,0,0,0,0,0,2008,9,9.3,3,6,300,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,2017,9.2,9.5,0,2,55,43,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1742,0,0,0,0,0,0,2010,8.1,8.9,0,2,70,18,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
1743,0,0,0,0,0,0,2010,8.1,8.9,0,2,75,18,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
1744,0,0,0,0,0,0,2010,8.1,8.9,0,3,95,25,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
1745,0,0,0,0,0,0,2022,9.2,9.1,1,2,43,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1746,0,0,0,0,0,0,2022,9.2,9.1,1,3,48,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1747,0,0,0,0,0,0,2022,9.2,9.1,1,1,41,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,2019,9.4,9.6,0,2,40,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1749,0,0,0,0,0,0,2022,9.9,9.7,1,2,85,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1750,0,0,0,0,0,0,2022,9.9,9.7,1,3,100,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1751,0,0,0,0,0,0,2022,9.9,10,0,2,138,18,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1752,0,0,0,0,0,0,2022,9.9,10,0,2,143,18,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1753,0,0,0,0,0,0,2022,9.9,10,0,2,154,18,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1754,0,0,0,0,0,0,2022,9.9,10,0,2,193,25,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1755,0,0,0,0,0,0,2021,9.1,9.4,0,2,75,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,2021,9.1,9.4,0,2,95,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1757,0,0,0,0,0,0,2021,9.1,9.4,1,3,150,40,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1758,0,0,0,0,0,0,2021,9.1,9.4,2,4,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1759,0,0,0,0,0,0,2021,8.8,9.3,0,2,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1760,0,0,0,0,0,0,2021,8.8,9.3,0,3,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1761,0,0,0,0,0,0,2021,8.8,9.3,0,4,55,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1762,0,0,0,0,0,0,2021,8.8,9.3,0,1,43,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1763,0,0,0,0,0,0,2020,9.5,9.5,1,2,100,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1764,0,0,0,0,0,0,2020,9.5,9.5,1,3,110,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1765,0,0,0,0,0,0,2020,9.5,9.5,1,4,120,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1766,0,0,0,0,0,0,2009,8.3,9.6,0,2,50,18,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
1767,0,0,0,0,0,0,2009,8.3,9.6,0,3,70,25,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
1768,0,0,0,0,0,0,2009,8.3,9.6,0,4,65,20,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
1769,0,0,0,0,0,0,2009,8.3,9.6,0,6,120,100,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
1770,0,0,0,0,0,0,2015,9.4,9.9,1,2,70,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1771,0,0,0,0,0,0,2015,9.4,9.9,1,3,77,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1772,0,0,0,0,0,0,2015,9.4,9.9,1,1,63,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1773,0,0,0,0,0,0,2015,9.4,9.9,1,2,73,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1774,0,0,0,0,0,0,2015,9.4,9.9,1,3,80,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1775,0,0,0,0,0,0,2015,9.4,9.9,1,1,66,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1776,0,0,0,0,0,0,2015,9.4,9.9,1,2,80,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1777,0,0,0,0,0,0,2015,9.4,9.9,1,3,88,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1778,0,0,0,0,0,0,2015,9.4,9.9,1,1,72,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1779,0,0,0,0,0,0,2015,9.4,9.9,1,2,90,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1780,0,0,0,0,0,0,2015,9.4,9.9,1,1,81,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1781,0,0,0,0,0,0,2015,9.4,9.9,1,2,100,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1782,0,0,0,0,0,0,2015,9.4,9.9,1,1,90,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1783,0,0,0,0,0,0,2015,9.4,9.9,1,2,105,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1784,0,0,0,0,0,0,2015,9.4,9.9,1,3,116,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1785,0,0,0,0,0,0,2015,9.4,9.9,1,1,95,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1786,0,0,0,0,0,0,2009,8.8,9.5,0,2,114,22,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
1787,0,0,0,0,0,0,2009,8.8,9.5,0,2,137,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
1788,0,0,0,0,0,0,2009,8.8,9.5,0,2,154,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
1789,0,0,0,0,0,0,2009,8.8,9.5,0,1,103,34,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
1790,0,0,0,0,0,0,2022,9.9,9.6,2,3,64,68,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1791,0,0,0,0,0,0,2018,8.5,8.8,1,2,59,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1792,0,0,0,0,0,0,2018,8.5,8.8,1,3,70,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1793,0,0,0,0,0,0,2018,8.5,8.8,1,4,83,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1794,0,0,0,0,0,0,2018,8.5,8.8,1,5,95,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1795,0,0,0,0,0,0,2022,9.3,8.9,0,2,50,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,2022,9.3,8.9,0,2,60,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1797,0,0,0,0,0,0,2022,9.3,8.9,0,3,80,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1798,0,0,0,0,0,0,2022,9.3,8.9,0,4,100,32,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1799,0,0,0,0,0,0,2019,9,8.2,0,2,80,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1800,0,0,0,0,0,0,2019,9,8.2,0,2,53,20,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1801,0,0,0,0,0,0,2019,9,8.2,0,2,63,29,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1802,0,0,0,0,0,0,2023,7.3,9.2,2,2,45,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1803,0,0,0,0,0,0,2023,7.3,9.2,2,3,47,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1804,0,0,0,0,0,0,2023,7.3,9.2,2,4,50,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1805,0,0,0,0,0,0,2023,7.3,9.2,2,5,53,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1806,0,0,0,0,0,0,2023,7.3,9.2,2,6,56,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1807,0,0,0,0,0,0,2023,7.3,9.2,2,1,42,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1808,0,0,0,0,0,0,2018,9.5,9.4,2,2,50,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1809,0,0,0,0,0,0,2018,9.5,9.4,2,3,80,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1810,0,0,0,0,0,0,2018,9.5,9.4,2,4,100,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1811,0,0,0,0,0,0,2014,9.1,9.8,2,2,100,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1812,0,0,0,0,0,0,2014,9.1,9.8,2,3,120,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1813,0,0,0,0,0,0,2014,9.1,9.8,2,4,140,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1814,0,0,0,0,0,0,2014,9.1,9.8,2,5,160,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1815,0,0,0,0,0,0,2014,9.1,9.8,2,6,180,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1816,0,0,0,0,0,0,2014,9.1,9.8,2,7,200,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1817,0,0,0,0,0,0,2014,9.1,9.8,2,1,80,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1818,0,0,0,0,0,0,2014,9.7,9.9,0,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1819,0,0,0,0,0,0,2014,9.7,9.9,0,2,80,65,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1820,0,0,0,0,0,0,2014,9.7,9.9,1,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1821,0,0,0,0,0,0,2023,9.7,9.5,2,2,61,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,2023,9.7,9.5,2,3,65,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,2023,9.7,9.5,2,4,72,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1824,0,0,0,0,0,0,2023,9.7,9.5,2,1,58,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,2014,7.9,8,0,2,40,18,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1826,0,0,0,0,0,0,2017,9.5,9.4,3,2,99,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,2017,9.5,9.4,3,3,113,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,2017,9.5,9.4,3,4,122,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1829,0,0,0,0,0,0,2017,9.5,9.4,3,5,140,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,2017,9.5,9.4,3,6,144,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,2017,9.5,9.4,3,1,90,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,2022,9.4,9.9,1,2,58,37,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,2023,9.8,9.7,1,2,69,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1834,0,0,0,0,0,0,2023,9.8,9.7,1,3,73,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,2023,9.8,9.7,1,4,77,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,2023,9.8,9.7,1,1,65,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,2016,8.4,8.5,0,2,48,25,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1838,0,0,0,0,0,0,2016,8.4,8.5,0,2,63,16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1839,0,0,0,0,0,0,2016,8.4,8.5,0,3,66,16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1840,0,0,0,0,0,0,2016,8.4,8.5,0,1,33,16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
1841,0,0,0,0,0,0,2020,9.4,9.5,1,3,70,25,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
1842,0,0,0,0,0,0,2022,8.1,8.4,1,2,42,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,2022,8.1,8.4,1,3,43,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,2022,8.1,8.4,1,4,45,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,2022,8.1,8.4,1,1,41,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,2013,9.4,9.5,0,2,45,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1847,0,0,0,0,0,0,2013,9.4,9.5,0,2,50,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1848,0,0,0,0,0,0,2013,9.4,9.5,0,5,70,60,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1849,0,0,0,0,0,0,2019,9.4,9.4,3,2,85,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1850,0,0,0,0,0,0,2019,9.4,9.4,3,3,86,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,0,2019,9.4,9.4,3,4,98,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1852,0,0,0,0,0,0,2019,9.4,9.4,3,5,108,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1853,0,0,0,0,0,0,2019,9.4,9.4,3,6,157,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,2019,9.4,9.4,3,7,187,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1855,0,0,0,0,0,0,2019,9.4,9.4,3,8,213,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1856,0,0,0,0,0,0,2015,7.6,7.6,0,2,45,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
1857,0,0,0,0,0,0,2015,7.6,7.6,0,1,35,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
1858,0,0,0,0,0,0,2015,7.6,7.6,0,2,50,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
1859,0,0,0,0,0,0,2015,7.6,7.6,0,1,40,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
1860,0,0,0,0,0,0,2015,7.6,7.6,0,2,60,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
1861,0,0,0,0,0,0,2015,7.6,7.6,0,1,50,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
1862,0,0,0,0,0,0,2019,9.4,9.5,1,2,58,41,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1863,0,0,0,0,0,0,2019,9.4,9.5,1,4,63,41,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1864,0,0,0,0,0,0,2022,9,9,2,2,85,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1865,0,0,0,0,0,0,2022,9,9,2,3,88,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1866,0,0,0,0,0,0,2022,9,9,2,4,90,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1867,0,0,0,0,0,0,2022,9,9,2,5,95,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1868,0,0,0,0,0,0,2022,9,9,2,6,99,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1869,0,0,0,0,0,0,2022,9,9,2,7,104,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1870,0,0,0,0,0,0,2019,7.9,9,1,2,52,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1871,0,0,0,0,0,0,2019,7.9,9,1,3,72,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1872,0,0,0,0,0,0,2019,7.9,9,1,4,142,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1873,0,0,0,0,0,0,2019,7.9,9,1,1,32,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1874,0,0,0,0,0,0,2019,9.4,9.6,0,2,100,60,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,2019,9.4,9.6,0,6,150,75,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1876,0,0,0,0,0,0,2023,9.9,9.6,1,2,86,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1877,0,0,0,0,0,0,2023,9.9,9.6,1,3,90,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1878,0,0,0,0,0,0,2023,9.9,9.6,1,4,95,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1879,0,0,0,0,0,0,2023,9.9,9.6,1,1,81,25,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
1880,0,0,0,0,0,0,2021,9.8,9.7,1,2,100,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1881,0,0,0,0,0,0,2021,9.8,9.7,1,3,107,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1882,0,0,0,0,0,0,2022,9.4,9.7,1,2,70,20,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
1883,0,0,0,0,0,0,2022,9.4,9.7,1,1,63,20,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
1884,0,0,0,0,0,0,2018,9.3,8.8,1,2,39,29,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,2018,9.3,8.8,1,1,34,29,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1886,0,0,0,0,0,0,2019,9.6,9.3,2,2,153,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1887,0,0,0,0,0,0,2019,9.6,9.3,2,3,181,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1888,0,0,0,0,0,0,2019,9.6,9.3,2,4,200,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1889,0,0,0,0,0,0,2019,9.6,9.3,2,5,219,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1890,0,0,0,0,0,0,2019,9.6,9.3,2,6,237,90,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1891,0,0,0,0,0,0,2023,10,10,4,10,370,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1892,0,0,0,0,0,0,2023,10,10,4,11,383,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1893,0,0,0,0,0,0,2023,10,10,4,12,397,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1894,0,0,0,0,0,0,2023,10,10,4,13,410,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1895,0,0,0,0,0,0,2023,10,10,4,14,423,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1896,0,0,0,0,0,0,2023,10,10,4,15,436,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1897,0,0,0,0,0,0,2023,10,10,4,16,449,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1898,0,0,0,0,0,0,2023,10,10,4,17,462,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1899,0,0,0,0,0,0,2023,10,10,4,18,475,170,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1900,0,0,0,0,0,0,2022,8.9,9,2,3,56,55,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1901,0,0,0,0,0,0,2022,8.9,9,2,4,65,55,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1902,0,0,0,0,0,0,2023,9.9,9.9,1,2,72,33,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
1903,0,0,0,0,0,0,2023,9.9,9.9,1,3,78,33,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
1904,0,0,0,0,0,0,2023,9.9,9.9,1,4,83,33,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
1905,0,0,0,0,0,0,2023,9.9,9.9,1,2,72,35,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
1906,0,0,0,0,0,0,2023,9.9,9.9,1,3,78,35,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
